Var1,Var2,r,se,p,n,Analysis,absZ
SpinFullC 14yr,SclDepreC 14yr,0.527,0.006,9.56e-113,14383,FS,87.83
SppaSociaC 14yr,SclDepreC 14yr,-0.453,0.006,1.51e-156,20069,FS,80.89
SwlsFullC 14yr,SclDepreC 14yr,-0.616,0.004,2.13e-155,20063,FS,140
YptiFullC 14yr,SclDepreC 14yr,0.22,0.007,1.69e-106,19934,FS,32.84
SdqProsoM 14yr,SdqProsoC 14yr,0.316,0.009,1.1125369292536e-308,10230,FS,35.51
SmfqFullC 14yr,SdqProsoC 14yr,-0.084,0.009,1.45e-13,13035,FS,9.66
SmfqFullM 14yr,SdqProsoC 14yr,-0.071,0.011,0,8740,FS,6.7
SpinFullC 14yr,SdqProsoC 14yr,-0.111,0.009,8.38e-19,12736,FS,12.61
SppaSociaC 14yr,SdqProsoC 14yr,0.231,0.008,1.97e-64,15909,FS,30.8
SwlsFullC 14yr,SdqProsoC 14yr,0.228,0.008,6.11e-34,15890,FS,30.4
YptiFullC 14yr,SdqProsoC 14yr,-0.254,0.007,3.42e-28,15786,FS,34.32
SmfqFullC 14yr,SdqProsoM 14yr,-0.039,0.011,8.09e-266,8736,FS,3.64
SmfqFullM 14yr,SdqProsoM 14yr,-0.179,0.009,0,10933,FS,19.25
SpinFullC 14yr,SdqProsoM 14yr,-0.068,0.011,1.61e-256,8561,FS,6.3
SppaSociaC 14yr,SdqProsoM 14yr,0.124,0.01,0,10222,FS,12.78
SwlsFullC 14yr,SdqProsoM 14yr,0.147,0.01,0,10220,FS,15.15
YptiFullC 14yr,SdqProsoM 14yr,-0.136,0.01,0,10160,FS,14.02
SmfqFullM 14yr,SmfqFullC 14yr,0.404,0.008,0,10988,FS,50.5
SpinFullC 14yr,SmfqFullC 14yr,0.52,0.006,5.18e-58,15718,FS,89.66
SppaSociaC 14yr,SmfqFullC 14yr,-0.475,0.006,1.29e-80,16158,FS,77.87
SwlsFullC 14yr,SmfqFullC 14yr,-0.626,0.005,4.99e-102,16153,FS,130.42
YptiFullC 14yr,SmfqFullC 14yr,0.28,0.007,3.83e-27,16051,FS,38.36
SpinFullC 14yr,SmfqFullM 14yr,0.251,0.009,0,10701,FS,27.58
SppaSociaC 14yr,SmfqFullM 14yr,-0.306,0.009,0,10996,FS,35.58
SwlsFullC 14yr,SmfqFullM 14yr,-0.371,0.008,0,10990,FS,45.24
YptiFullC 14yr,SmfqFullM 14yr,0.105,0.01,0,10928,FS,11.05
SppaSociaC 14yr,SpinFullC 14yr,-0.48,0.006,2.7e-93,15750,FS,78.69
SwlsFullC 14yr,SpinFullC 14yr,-0.419,0.007,3.76e-72,15746,FS,63.48
YptiFullC 14yr,SpinFullC 14yr,0.107,0.008,6.23e-38,15658,FS,13.54
SwlsFullC 14yr,SppaSociaC 14yr,0.539,0.005,2.56e-133,21940,FS,112.29
YptiFullC 14yr,SppaSociaC 14yr,-0.088,0.007,4.1e-110,21790,FS,13.13
YptiFullC 14yr,SwlsFullC 14yr,-0.226,0.006,5.23e-69,21778,FS,35.31
AsqMotor 6mo,AsqLangu 6mo,0.106,0.003,0,,QRS,32.12
IcqFussi 6mo,AsqLangu 6mo,0.063,0.003,0,,QRS,19.09
AsqLangu 18mo,AsqLangu 6mo,0.105,0.004,0,,QRS,28.38
AsqMotor 18mo,AsqLangu 6mo,0.084,0.004,0,,QRS,22.7
CbclExter 18mo,AsqLangu 6mo,0.044,0.004,0,,QRS,11.89
CbclInter 18mo,AsqLangu 6mo,0.038,0.004,0,,QRS,10.27
EasActiv 18mo,AsqLangu 6mo,0.015,0.004,0,,QRS,4.05
EasEmoti 18mo,AsqLangu 6mo,0.006,0.004,0,,QRS,1.62
EasShyne 18mo,AsqLangu 6mo,0.02,0.004,0,,QRS,5.41
EasSocia 18mo,AsqLangu 6mo,0.039,0.004,0,,QRS,10.54
AsqLangu 3yr,AsqLangu 6mo,0.111,0.004,0,,QRS,26.43
AsqMotor 3yr,AsqLangu 6mo,0.103,0.004,0,,QRS,24.52
CbclExter 3yr,AsqLangu 6mo,0.01,0.004,0,,QRS,2.27
CbclInter 3yr,AsqLangu 6mo,0.038,0.004,0,,QRS,8.64
CfqPress 3yr,AsqLangu 6mo,0.005,0.004,0,,QRS,1.16
CfqRestr 3yr,AsqLangu 6mo,-0.021,0.004,0,,QRS,4.88
EasActiv 3yr,AsqLangu 6mo,0.007,0.004,0,,QRS,1.59
EasEmoti 3yr,AsqLangu 6mo,-0.005,0.004,0,,QRS,1.14
EasShyne 3yr,AsqLangu 6mo,0.014,0.004,0,,QRS,3.18
EasSocia 3yr,AsqLangu 6mo,0.012,0.004,0,,QRS,2.73
ItseaCompe 3yr,AsqLangu 6mo,0.059,0.004,0,,QRS,14.05
ItseaDysre 3yr,AsqLangu 6mo,0.036,0.004,0,,QRS,8.57
ItseaExter 3yr,AsqLangu 6mo,0.014,0.004,0,,QRS,3.33
ItseaInter 3yr,AsqLangu 6mo,0.03,0.004,0,,QRS,7.14
ScqRestr 3yr,AsqLangu 6mo,-0.013,0.004,0,,QRS,3.1
ScqSocia 3yr,AsqLangu 6mo,0.121,0.004,0,,QRS,28.81
SdqProso 3yr,AsqLangu 6mo,0.082,0.004,0,,QRS,19.52
AsqLangu 5yr,AsqLangu 6mo,0.091,0.005,0,,QRS,18.2
AsqMotor 5yr,AsqLangu 6mo,0.101,0.005,0,,QRS,20.2
CastFull 5yr,AsqLangu 6mo,0.041,0.008,0,,QRS,4.88
CbclExter 5yr,AsqLangu 6mo,0.012,0.005,0,,QRS,2.31
CbclInter 5yr,AsqLangu 6mo,0.059,0.005,0,,QRS,11.35
CccCoher 5yr,AsqLangu 6mo,0.038,0.005,0,,QRS,7.6
CprsrsFull 5yr,AsqLangu 6mo,0.024,0.005,0,,QRS,4.8
EasActiv 5yr,AsqLangu 6mo,0.003,0.005,0,,QRS,0.58
EasEmoti 5yr,AsqLangu 6mo,0.017,0.005,0,,QRS,3.27
EasShyne 5yr,AsqLangu 6mo,0.021,0.005,0,,QRS,4.04
EasSocia 5yr,AsqLangu 6mo,0.026,0.005,0,,QRS,5
SlasFull 5yr,AsqLangu 6mo,0.102,0.01,0,,QRS,10.41
SprakExpre 5yr,AsqLangu 6mo,0.064,0.005,0,,QRS,11.85
SprakRecep 5yr,AsqLangu 6mo,0.082,0.005,0,,QRS,15.19
SprakSeman 5yr,AsqLangu 6mo,0.076,0.005,0,,QRS,14.07
CccCoher 8yr,AsqLangu 6mo,0.079,0.006,0,,QRS,13.39
CebqFull 8yr,AsqLangu 6mo,0.005,0.005,0,,QRS,1.02
NhpicBenev 8yr,AsqLangu 6mo,0.002,0.005,0,,QRS,0.41
NhpicConsc 8yr,AsqLangu 6mo,0.02,0.005,0,,QRS,4.08
RsdbdAdhd 8yr,AsqLangu 6mo,0.008,0.005,0,,QRS,1.63
RsdbdCondu 8yr,AsqLangu 6mo,0.029,0.005,0,,QRS,5.92
RsdbdHyper 8yr,AsqLangu 6mo,0.018,0.005,0,,QRS,3.67
RsdbdInatt 8yr,AsqLangu 6mo,0.031,0.005,0,,QRS,6.33
RsdbdOdd 8yr,AsqLangu 6mo,0.016,0.005,0,,QRS,3.27
ScaredFull 8yr,AsqLangu 6mo,0.019,0.005,0,,QRS,3.88
ScqRestr 8yr,AsqLangu 6mo,0.036,0.005,0,,QRS,6.79
ScqSocia 8yr,AsqLangu 6mo,-0.001,0.005,0,,QRS,0.19
SmfqFull 8yr,AsqLangu 6mo,0.035,0.005,0,,QRS,7.14
SpinFull 8yr,AsqLangu 6mo,0.054,0.005,0,,QRS,10.8
SprakSeman 8yr,AsqLangu 6mo,0.045,0.007,0,,QRS,6.92
CapeFullC 14yr,AsqLangu 6mo,-0.006,0.007,0,,QRS,0.86
PeqParenC 14yr,AsqLangu 6mo,-0.005,0.007,0,,QRS,0.71
SbSchooC 14yr,AsqLangu 6mo,-0.017,0.007,0,,QRS,2.33
SclAnxieC 14yr,AsqLangu 6mo,-0.001,0.007,0,,QRS,0.14
SclDepreC 14yr,AsqLangu 6mo,-0.001,0.007,0,,QRS,0.14
SdqProsoC 14yr,AsqLangu 6mo,-0.001,0.008,0,,QRS,0.12
SdqProsoM 14yr,AsqLangu 6mo,0.065,0.009,0,,QRS,7.39
SmfqFullC 14yr,AsqLangu 6mo,-0.012,0.008,0,,QRS,1.5
SmfqFullM 14yr,AsqLangu 6mo,0.02,0.009,0,,QRS,2.3
SpinFullC 14yr,AsqLangu 6mo,-0.008,0.008,0,,QRS,0.99
SppaSociaC 14yr,AsqLangu 6mo,0.008,0.007,0,,QRS,1.16
SwlsFullC 14yr,AsqLangu 6mo,-0.01,0.007,0,,QRS,1.43
YptiFullC 14yr,AsqLangu 6mo,0.002,0.007,0,,QRS,0.29
IcqFussi 6mo,AsqMotor 6mo,0.035,0.003,0,,QRS,10.29
AsqLangu 18mo,AsqMotor 6mo,0.205,0.004,0,,QRS,56.94
AsqMotor 18mo,AsqMotor 6mo,0.345,0.003,0,,QRS,104.55
CbclExter 18mo,AsqMotor 6mo,0.003,0.004,0,,QRS,0.81
CbclInter 18mo,AsqMotor 6mo,0.042,0.004,0,,QRS,11.35
EasActiv 18mo,AsqMotor 6mo,0.052,0.004,0,,QRS,14.05
EasEmoti 18mo,AsqMotor 6mo,0.016,0.004,0,,QRS,4.32
EasShyne 18mo,AsqMotor 6mo,0.032,0.004,0,,QRS,8.65
EasSocia 18mo,AsqMotor 6mo,0.039,0.004,0,,QRS,10.54
AsqLangu 3yr,AsqMotor 6mo,0.171,0.004,0,,QRS,41.71
AsqMotor 3yr,AsqMotor 6mo,0.157,0.004,0,,QRS,38.29
CbclExter 3yr,AsqMotor 6mo,0.01,0.004,0,,QRS,2.27
CbclInter 3yr,AsqMotor 6mo,0.041,0.004,0,,QRS,9.32
CfqPress 3yr,AsqMotor 6mo,0.024,0.004,0,,QRS,5.71
CfqRestr 3yr,AsqMotor 6mo,0.001,0.004,0,,QRS,0.23
EasActiv 3yr,AsqMotor 6mo,0.014,0.004,0,,QRS,3.18
EasEmoti 3yr,AsqMotor 6mo,0.012,0.004,0,,QRS,2.73
EasShyne 3yr,AsqMotor 6mo,0.018,0.004,0,,QRS,4.09
EasSocia 3yr,AsqMotor 6mo,0.019,0.004,0,,QRS,4.32
ItseaCompe 3yr,AsqMotor 6mo,0.05,0.004,0,,QRS,11.9
ItseaDysre 3yr,AsqMotor 6mo,0.024,0.004,0,,QRS,5.71
ItseaExter 3yr,AsqMotor 6mo,0.019,0.004,0,,QRS,4.52
ItseaInter 3yr,AsqMotor 6mo,0.039,0.004,0,,QRS,9.29
ScqRestr 3yr,AsqMotor 6mo,0,0.004,0,,QRS,0
ScqSocia 3yr,AsqMotor 6mo,0.135,0.004,0,,QRS,32.93
SdqProso 3yr,AsqMotor 6mo,0.077,0.004,0,,QRS,18.33
AsqLangu 5yr,AsqMotor 6mo,0.142,0.005,0,,QRS,28.98
AsqMotor 5yr,AsqMotor 6mo,0.18,0.005,0,,QRS,36.73
CastFull 5yr,AsqMotor 6mo,0.091,0.008,0,,QRS,10.96
CbclExter 5yr,AsqMotor 6mo,0.02,0.005,0,,QRS,3.85
CbclInter 5yr,AsqMotor 6mo,0.036,0.005,0,,QRS,6.92
CccCoher 5yr,AsqMotor 6mo,0.035,0.005,0,,QRS,7
CprsrsFull 5yr,AsqMotor 6mo,0.043,0.005,0,,QRS,8.6
EasActiv 5yr,AsqMotor 6mo,-0.004,0.005,0,,QRS,0.77
EasEmoti 5yr,AsqMotor 6mo,0.022,0.005,0,,QRS,4.23
EasShyne 5yr,AsqMotor 6mo,0.011,0.005,0,,QRS,2.12
EasSocia 5yr,AsqMotor 6mo,0.014,0.005,0,,QRS,2.69
SlasFull 5yr,AsqMotor 6mo,0.201,0.01,0,,QRS,21.16
SprakExpre 5yr,AsqMotor 6mo,0.051,0.006,0,,QRS,9.27
SprakRecep 5yr,AsqMotor 6mo,0.05,0.006,0,,QRS,9.09
SprakSeman 5yr,AsqMotor 6mo,0.049,0.006,0,,QRS,8.91
CccCoher 8yr,AsqMotor 6mo,0.079,0.006,0,,QRS,13.39
CebqFull 8yr,AsqMotor 6mo,0.017,0.005,0,,QRS,3.47
NhpicBenev 8yr,AsqMotor 6mo,0.016,0.005,0,,QRS,3.27
NhpicConsc 8yr,AsqMotor 6mo,0.029,0.005,0,,QRS,5.92
RsdbdAdhd 8yr,AsqMotor 6mo,0.029,0.005,0,,QRS,5.92
RsdbdCondu 8yr,AsqMotor 6mo,0.015,0.005,0,,QRS,3.06
RsdbdHyper 8yr,AsqMotor 6mo,0.02,0.005,0,,QRS,4.08
RsdbdInatt 8yr,AsqMotor 6mo,0.057,0.005,0,,QRS,11.63
RsdbdOdd 8yr,AsqMotor 6mo,0.021,0.005,0,,QRS,4.29
ScaredFull 8yr,AsqMotor 6mo,0.034,0.005,0,,QRS,6.94
ScqRestr 8yr,AsqMotor 6mo,0.084,0.005,0,,QRS,15.85
ScqSocia 8yr,AsqMotor 6mo,0.018,0.005,0,,QRS,3.4
SmfqFull 8yr,AsqMotor 6mo,0.029,0.005,0,,QRS,5.92
SpinFull 8yr,AsqMotor 6mo,0.032,0.005,0,,QRS,6.4
SprakSeman 8yr,AsqMotor 6mo,0.038,0.007,0,,QRS,5.85
CapeFullC 14yr,AsqMotor 6mo,0.008,0.007,0,,QRS,1.14
PeqParenC 14yr,AsqMotor 6mo,0.019,0.007,0,,QRS,2.75
SbSchooC 14yr,AsqMotor 6mo,0.012,0.007,0,,QRS,1.64
SclAnxieC 14yr,AsqMotor 6mo,-0.007,0.007,0,,QRS,0.96
SclDepreC 14yr,AsqMotor 6mo,-0.003,0.007,0,,QRS,0.41
SdqProsoC 14yr,AsqMotor 6mo,0.012,0.008,0,,QRS,1.5
SdqProsoM 14yr,AsqMotor 6mo,0.018,0.009,0,,QRS,2.02
SmfqFullC 14yr,AsqMotor 6mo,-0.009,0.008,0,,QRS,1.12
SmfqFullM 14yr,AsqMotor 6mo,0.038,0.009,0,,QRS,4.42
SpinFullC 14yr,AsqMotor 6mo,0.003,0.008,0,,QRS,0.37
SppaSociaC 14yr,AsqMotor 6mo,0.026,0.007,0,,QRS,3.77
SwlsFullC 14yr,AsqMotor 6mo,0.008,0.007,0,,QRS,1.14
YptiFullC 14yr,AsqMotor 6mo,0.017,0.007,0,,QRS,2.43
AsqLangu 18mo,IcqFussi 6mo,0.022,0.004,0,,QRS,5.95
AsqMotor 18mo,IcqFussi 6mo,0.029,0.004,0,,QRS,7.84
CbclExter 18mo,IcqFussi 6mo,0.094,0.004,0,,QRS,25.41
CbclInter 18mo,IcqFussi 6mo,0.081,0.004,0,,QRS,21.89
EasActiv 18mo,IcqFussi 6mo,0.025,0.004,0,,QRS,6.76
EasEmoti 18mo,IcqFussi 6mo,0.093,0.004,0,,QRS,25.14
EasShyne 18mo,IcqFussi 6mo,0.053,0.004,0,,QRS,14.32
EasSocia 18mo,IcqFussi 6mo,0.044,0.004,0,,QRS,11.89
AsqLangu 3yr,IcqFussi 6mo,0.021,0.004,0,,QRS,5
AsqMotor 3yr,IcqFussi 6mo,0.021,0.004,0,,QRS,5
CbclExter 3yr,IcqFussi 6mo,0.064,0.004,0,,QRS,14.55
CbclInter 3yr,IcqFussi 6mo,0.068,0.004,0,,QRS,15.45
CfqPress 3yr,IcqFussi 6mo,0.039,0.004,0,,QRS,9.29
CfqRestr 3yr,IcqFussi 6mo,0.022,0.004,0,,QRS,5.24
EasActiv 3yr,IcqFussi 6mo,0.017,0.004,0,,QRS,3.86
EasEmoti 3yr,IcqFussi 6mo,0.057,0.004,0,,QRS,12.95
EasShyne 3yr,IcqFussi 6mo,0.039,0.004,0,,QRS,8.86
EasSocia 3yr,IcqFussi 6mo,0.026,0.004,0,,QRS,5.91
ItseaCompe 3yr,IcqFussi 6mo,0.021,0.004,0,,QRS,5
ItseaDysre 3yr,IcqFussi 6mo,0.043,0.004,0,,QRS,10.24
ItseaExter 3yr,IcqFussi 6mo,0.047,0.004,0,,QRS,11.19
ItseaInter 3yr,IcqFussi 6mo,0.021,0.004,0,,QRS,5
ScqRestr 3yr,IcqFussi 6mo,0.031,0.004,0,,QRS,7.38
ScqSocia 3yr,IcqFussi 6mo,0.025,0.004,0,,QRS,5.95
SdqProso 3yr,IcqFussi 6mo,0.033,0.004,0,,QRS,7.86
AsqLangu 5yr,IcqFussi 6mo,0.025,0.005,0,,QRS,5
AsqMotor 5yr,IcqFussi 6mo,0.02,0.005,0,,QRS,4
CastFull 5yr,IcqFussi 6mo,0.05,0.008,0,,QRS,5.95
CbclExter 5yr,IcqFussi 6mo,0.062,0.005,0,,QRS,11.92
CbclInter 5yr,IcqFussi 6mo,0.053,0.005,0,,QRS,10.19
CccCoher 5yr,IcqFussi 6mo,0.034,0.005,0,,QRS,6.8
CprsrsFull 5yr,IcqFussi 6mo,0.057,0.005,0,,QRS,11.4
EasActiv 5yr,IcqFussi 6mo,0.026,0.005,0,,QRS,5
EasEmoti 5yr,IcqFussi 6mo,0.056,0.005,0,,QRS,10.77
EasShyne 5yr,IcqFussi 6mo,0.036,0.005,0,,QRS,6.92
EasSocia 5yr,IcqFussi 6mo,0.026,0.005,3.34e-254,,QRS,5
SlasFull 5yr,IcqFussi 6mo,0.035,0.01,0,,QRS,3.54
SprakExpre 5yr,IcqFussi 6mo,0.012,0.006,0,,QRS,2.18
SprakRecep 5yr,IcqFussi 6mo,0.002,0.006,0,,QRS,0.36
SprakSeman 5yr,IcqFussi 6mo,0.001,0.006,0,,QRS,0.18
CccCoher 8yr,IcqFussi 6mo,0.031,0.006,0,,QRS,5.25
CebqFull 8yr,IcqFussi 6mo,0.016,0.005,0,,QRS,3.27
NhpicBenev 8yr,IcqFussi 6mo,0.041,0.005,0,,QRS,8.37
NhpicConsc 8yr,IcqFussi 6mo,0.028,0.005,0,,QRS,5.71
RsdbdAdhd 8yr,IcqFussi 6mo,0.046,0.005,0,,QRS,9.39
RsdbdCondu 8yr,IcqFussi 6mo,0.015,0.005,0,,QRS,3.06
RsdbdHyper 8yr,IcqFussi 6mo,0.044,0.005,0,,QRS,8.98
RsdbdInatt 8yr,IcqFussi 6mo,0.044,0.005,0,,QRS,8.98
RsdbdOdd 8yr,IcqFussi 6mo,0.036,0.005,0,,QRS,7.35
ScaredFull 8yr,IcqFussi 6mo,0.023,0.005,0,,QRS,4.69
ScqRestr 8yr,IcqFussi 6mo,0.03,0.005,0,,QRS,5.66
ScqSocia 8yr,IcqFussi 6mo,0.012,0.005,0,,QRS,2.26
SmfqFull 8yr,IcqFussi 6mo,0.026,0.005,0,,QRS,5.31
SpinFull 8yr,IcqFussi 6mo,0.04,0.005,0,,QRS,8
SprakSeman 8yr,IcqFussi 6mo,0.002,0.007,0,,QRS,0.31
CapeFullC 14yr,IcqFussi 6mo,0.007,0.007,1.21e-238,,QRS,1
PeqParenC 14yr,IcqFussi 6mo,0.003,0.007,3.55e-209,,QRS,0.43
SbSchooC 14yr,IcqFussi 6mo,-0.002,0.007,2.31e-235,,QRS,0.27
SclAnxieC 14yr,IcqFussi 6mo,-0.01,0.007,0,,QRS,1.37
SclDepreC 14yr,IcqFussi 6mo,-0.002,0.007,0,,QRS,0.27
SdqProsoC 14yr,IcqFussi 6mo,0.006,0.008,4e-301,,QRS,0.75
SdqProsoM 14yr,IcqFussi 6mo,0.009,0.009,0,,QRS,1.01
SmfqFullC 14yr,IcqFussi 6mo,-0.009,0.008,1.5e-179,,QRS,1.12
SmfqFullM 14yr,IcqFussi 6mo,0.001,0.009,0,,QRS,0.12
SpinFullC 14yr,IcqFussi 6mo,-0.001,0.008,0,,QRS,0.12
SppaSociaC 14yr,IcqFussi 6mo,0.015,0.007,6.94e-152,,QRS,2.17
SwlsFullC 14yr,IcqFussi 6mo,-0.004,0.007,0,,QRS,0.58
YptiFullC 14yr,IcqFussi 6mo,0.001,0.007,1.68e-268,,QRS,0.14
AsqMotor 18mo,AsqLangu 18mo,0.243,0.004,0,,QRS,69.43
CbclExter 18mo,AsqLangu 18mo,0.048,0.004,0,,QRS,12.97
CbclInter 18mo,AsqLangu 18mo,0.022,0.004,0,,QRS,5.95
EasActiv 18mo,AsqLangu 18mo,0.025,0.004,0,,QRS,6.76
EasEmoti 18mo,AsqLangu 18mo,0.013,0.004,0,,QRS,3.51
EasShyne 18mo,AsqLangu 18mo,0.027,0.004,0,,QRS,7.3
EasSocia 18mo,AsqLangu 18mo,0.046,0.004,0,,QRS,12.43
AsqLangu 3yr,AsqLangu 18mo,0.364,0.004,0,,QRS,95.79
AsqMotor 3yr,AsqLangu 18mo,0.171,0.004,0,,QRS,39.77
CbclExter 3yr,AsqLangu 18mo,0.032,0.004,0,,QRS,7.27
CbclInter 3yr,AsqLangu 18mo,0.019,0.004,0,,QRS,4.32
CfqPress 3yr,AsqLangu 18mo,0.016,0.004,0,,QRS,3.64
CfqRestr 3yr,AsqLangu 18mo,0.007,0.004,0,,QRS,1.59
EasActiv 3yr,AsqLangu 18mo,0.001,0.004,0,,QRS,0.23
EasEmoti 3yr,AsqLangu 18mo,0.016,0.004,0,,QRS,3.64
EasShyne 3yr,AsqLangu 18mo,0.019,0.004,0,,QRS,4.32
EasSocia 3yr,AsqLangu 18mo,0.019,0.004,0,,QRS,4.32
ItseaCompe 3yr,AsqLangu 18mo,0.097,0.004,0,,QRS,22.56
ItseaDysre 3yr,AsqLangu 18mo,0.02,0.004,0,,QRS,4.55
ItseaExter 3yr,AsqLangu 18mo,0.054,0.004,0,,QRS,12.27
ItseaInter 3yr,AsqLangu 18mo,0.019,0.004,0,,QRS,4.32
ScqRestr 3yr,AsqLangu 18mo,0.002,0.004,0,,QRS,0.45
ScqSocia 3yr,AsqLangu 18mo,0.2,0.004,0,,QRS,47.62
SdqProso 3yr,AsqLangu 18mo,0.123,0.004,0,,QRS,28.6
AsqLangu 5yr,AsqLangu 18mo,0.273,0.005,0,,QRS,55.71
AsqMotor 5yr,AsqLangu 18mo,0.221,0.005,0,,QRS,44.2
CastFull 5yr,AsqLangu 18mo,0.095,0.009,0,,QRS,10.92
CbclExter 5yr,AsqLangu 18mo,0.034,0.005,0,,QRS,6.54
CbclInter 5yr,AsqLangu 18mo,0.014,0.005,0,,QRS,2.64
CccCoher 5yr,AsqLangu 18mo,0.122,0.005,0,,QRS,23.46
CprsrsFull 5yr,AsqLangu 18mo,0.084,0.005,0,,QRS,16.15
EasActiv 5yr,AsqLangu 18mo,0.011,0.005,0,,QRS,2.12
EasEmoti 5yr,AsqLangu 18mo,0.01,0.005,0,,QRS,1.92
EasShyne 5yr,AsqLangu 18mo,0.013,0.005,0,,QRS,2.5
EasSocia 5yr,AsqLangu 18mo,0.025,0.005,0,,QRS,4.81
SlasFull 5yr,AsqLangu 18mo,0.302,0.009,0,,QRS,32.13
SprakExpre 5yr,AsqLangu 18mo,0.133,0.006,0,,QRS,23.75
SprakRecep 5yr,AsqLangu 18mo,0.13,0.006,0,,QRS,23.21
SprakSeman 5yr,AsqLangu 18mo,0.174,0.006,0,,QRS,31.64
CccCoher 8yr,AsqLangu 18mo,0.197,0.006,0,,QRS,33.39
CebqFull 8yr,AsqLangu 18mo,0.003,0.005,0,,QRS,0.59
NhpicBenev 8yr,AsqLangu 18mo,0.008,0.005,0,,QRS,1.57
NhpicConsc 8yr,AsqLangu 18mo,0.032,0.005,0,,QRS,6.27
RsdbdAdhd 8yr,AsqLangu 18mo,0.041,0.005,0,,QRS,8.04
RsdbdCondu 8yr,AsqLangu 18mo,0.068,0.005,0,,QRS,13.33
RsdbdHyper 8yr,AsqLangu 18mo,0.054,0.005,0,,QRS,10.59
RsdbdInatt 8yr,AsqLangu 18mo,0.087,0.005,0,,QRS,17.06
RsdbdOdd 8yr,AsqLangu 18mo,0.026,0.005,0,,QRS,5.1
ScaredFull 8yr,AsqLangu 18mo,0.018,0.005,0,,QRS,3.53
ScqRestr 8yr,AsqLangu 18mo,0.122,0.005,0,,QRS,22.59
ScqSocia 8yr,AsqLangu 18mo,0.004,0.006,0,,QRS,0.73
SmfqFull 8yr,AsqLangu 18mo,0.037,0.005,0,,QRS,7.25
SpinFull 8yr,AsqLangu 18mo,0.052,0.005,0,,QRS,10
SprakSeman 8yr,AsqLangu 18mo,0.135,0.007,0,,QRS,20.45
CapeFullC 14yr,AsqLangu 18mo,0.002,0.007,0,,QRS,0.27
PeqParenC 14yr,AsqLangu 18mo,0.01,0.007,0,,QRS,1.37
SbSchooC 14yr,AsqLangu 18mo,-0.001,0.008,0,,QRS,0.13
SclAnxieC 14yr,AsqLangu 18mo,-0.027,0.008,0,,QRS,3.55
SclDepreC 14yr,AsqLangu 18mo,-0.022,0.008,0,,QRS,2.89
SdqProsoC 14yr,AsqLangu 18mo,0.064,0.008,0,,QRS,7.8
SdqProsoM 14yr,AsqLangu 18mo,0.065,0.009,0,,QRS,7.22
SmfqFullC 14yr,AsqLangu 18mo,-0.004,0.008,0,,QRS,0.49
SmfqFullM 14yr,AsqLangu 18mo,0.019,0.009,0,,QRS,2.13
SpinFullC 14yr,AsqLangu 18mo,-0.022,0.008,0,,QRS,2.65
SppaSociaC 14yr,AsqLangu 18mo,0.003,0.007,0,,QRS,0.41
SwlsFullC 14yr,AsqLangu 18mo,-0.003,0.007,0,,QRS,0.41
YptiFullC 14yr,AsqLangu 18mo,-0.012,0.007,0,,QRS,1.64
CbclExter 18mo,AsqMotor 18mo,0.015,0.004,0,,QRS,4.05
CbclInter 18mo,AsqMotor 18mo,0.067,0.004,0,,QRS,18.11
EasActiv 18mo,AsqMotor 18mo,0.086,0.004,0,,QRS,23.24
EasEmoti 18mo,AsqMotor 18mo,0.03,0.004,0,,QRS,8.11
EasShyne 18mo,AsqMotor 18mo,0.031,0.004,0,,QRS,8.38
EasSocia 18mo,AsqMotor 18mo,0.042,0.004,0,,QRS,11.35
AsqLangu 3yr,AsqMotor 18mo,0.239,0.004,0,,QRS,58.29
AsqMotor 3yr,AsqMotor 18mo,0.208,0.004,0,,QRS,49.52
CbclExter 3yr,AsqMotor 18mo,0.02,0.004,0,,QRS,4.55
CbclInter 3yr,AsqMotor 18mo,0.055,0.004,0,,QRS,12.5
CfqPress 3yr,AsqMotor 18mo,0.014,0.004,0,,QRS,3.18
CfqRestr 3yr,AsqMotor 18mo,0.005,0.004,0,,QRS,1.14
EasActiv 3yr,AsqMotor 18mo,0.031,0.004,0,,QRS,7.05
EasEmoti 3yr,AsqMotor 18mo,0.019,0.004,0,,QRS,4.32
EasShyne 3yr,AsqMotor 18mo,0.019,0.004,0,,QRS,4.32
EasSocia 3yr,AsqMotor 18mo,0.016,0.004,0,,QRS,3.64
ItseaCompe 3yr,AsqMotor 18mo,0.068,0.004,0,,QRS,15.45
ItseaDysre 3yr,AsqMotor 18mo,0.02,0.004,0,,QRS,4.55
ItseaExter 3yr,AsqMotor 18mo,0.026,0.004,0,,QRS,5.91
ItseaInter 3yr,AsqMotor 18mo,0.049,0.004,0,,QRS,11.14
ScqRestr 3yr,AsqMotor 18mo,0.001,0.004,0,,QRS,0.23
ScqSocia 3yr,AsqMotor 18mo,0.162,0.004,0,,QRS,37.67
SdqProso 3yr,AsqMotor 18mo,0.09,0.004,0,,QRS,20.93
AsqLangu 5yr,AsqMotor 18mo,0.201,0.005,0,,QRS,40.2
AsqMotor 5yr,AsqMotor 18mo,0.268,0.005,0,,QRS,54.69
CastFull 5yr,AsqMotor 18mo,0.128,0.009,0,,QRS,14.88
CbclExter 5yr,AsqMotor 18mo,0.029,0.005,0,,QRS,5.58
CbclInter 5yr,AsqMotor 18mo,0.055,0.005,0,,QRS,10.58
CccCoher 5yr,AsqMotor 18mo,0.057,0.005,0,,QRS,10.96
